Port,longitude,latitude
BAIE TAIOHAE,-140.05,-8.56
CANTON ISLAND,-171.43,-2.5
ENGLISH HARBOR,-159.22,3.51
HONOKAA,-155.28,20.06
HILO,-155.04,19.44
HONUAPO,-155.33,19.05
MILOLII,-155.54,19.11
KAUHAKO BAY,-155.54,19.23
NAPOOPOO,-155.56,19.29
KAILUA,-156,19.38
KIHOLO,-155.57,19.52
KAWAIHAE,-155.5,20.02
MAHUKONA,-155.54,20.11
KAHULUI,-156.28,20.54
HANA,-155.59,20.45
LAHAINA,-156.4,20.52
KAUMALAPAU HARBOR,-157,20.47
PUKOO,-156.48,21.04
KAMALO,-156.53,21.03
KAUNAKAKAI,-157.02,21.05
BARBERS POINT TERMINAL,-158.06,21.16
BARBER'S POINT,-158.07,21.19
HONOLULU,-157.52,21.18
PORT ALLEN,-159.35,21.54
NAWILIWILI BAY,-159.21,21.57
AHUKINI LANDING,-159.2,22
NONOPAPA,-160.14,21.52
TERN ISLAND,-166.17,23.52
JOHNSTON ATOLL,-169.31,16.45
MIDWAY ISLAND,-177.22,28.11
WAKE ISLAND,166.37,19.17
ENITWETAK ISLAND,162.2,11.2
KWAJALEIN,167.44,8.43
MAJURO ATOLL,171.23,7.05
TARAWA ATOLL,172.56,1.2
NAURU,166.55,-0.32
SAIPAN,145.41,15.12
TINIAN,145.37,14.58
ROTA,145.09,14.08
APRA HARBOR,144.37,13.27
LELE HARBOR,163.02,5.2
POHNPEI HARBOR,158.12,6.59
MOEN,151.5,7.26
COLONIA,138.08,9.31
MALAKAL HARBOR,134.27,7.2
LONGAN ISLAND,144.18,-1.13
LORENGAU,147.16,-2.01
WEWAK HARBOR,143.38,-3.34
HAMBURG HARBOR,149.58,-1.38
KAVIENG HARBOR,150.48,-2.35
RABAUL,152.11,-4.12
KOKOPO,152.16,-4.2
KIMBE,150.32,-5.08
BIALLA,150.59,-5.18
KIETA,155.38,-6.13
QUEEN CAROLA HARBOR,154.33,-5.1
GIZO HARBOR,156.51,-8.06
PORT NORO,157.11,-8.13
RINGGI COVE,157.06,-8.07
YANDINA,159.13,-9.05
TULAGHI,160.09,-9.06
HONIARA,159.57,-9.25
LUGANVILLE,167.1,-15.31
PORT VILA,168.19,-17.44
FORARI BAY,168.33,-17.41
BAIE DE KOUAOUA,165.49,-21.23
NOUMEA,166.26,-22.17
BAIE UGUE,165.33,-21.09
KUANTAN NEW PORT,103.26,3.58
KEMAMAN HARBOR,103.28,4.15
KIRTEH OIL TERMINAL,103.28,4.34
KUALA TRENGGANU,103.08,5.21
TAPIS MARINE TERMINAL A,105.01,5.31
PORT LANGKAWI,99.46,6.26
BONGKOT TERMINAL,102.2,8.03
TANTAWAN MARINE TERMINAL,101.25,10.05
PATTANI,101.18,6.57
BENCHAMAS TERMINAL,101.15,10.31
MAP TA PHUT,101.1,12.4
SONGKHLA HARBOR,100.35,7.13
ERAWAN TERMINAL,101.21,9.06
RAYONG TPI TERMINAL,101.18,12.38
SATTAHIP,100.55,12.37
BANGKOK,100.3,13.45
SI RACHA,100.55,13.1
SI RACHA TERMINAL,100.53,13.07
SIAM SEAPORT,100.53,13.08
LAEM CHABANG,100.53,13.05
KO SI CHANG TERMINAL,100.49,13.1
PETCHBURI TERMINAL,100.09,13.1
KAMPONG SAOM,103.3,10.38
PHSAR REAM,103.36,10.3
DUONG DONG,103.58,10.13
VUNG TAU,107.04,10.21
PHU MY,107.02,10.35
CAT LAI,106.47,10.45
THANH HO CHI MINH,106.43,10.46
VINH CAM RANH,109.1,11.53
NHA TRANG,109.14,12.15
QUI NHON,109.14,13.46
DAI HANG,108.41,8.29
DA NANG,108.13,16.06
MUI VUNG TAU,107.04,10.19
THANH HOA,106.46,10.49
NGHE TINH,105.46,18.46
HAI PHONG,106.41,20.55
HON GAI,107.04,20.57
CAM PHA,107.22,21.02
FANG-CHENG,108.21,21.45
BEIHAI,109.04,21.29
HAIKOU,110.17,20.03
BASUO,108.37,19.06
ZHANJIANG,110.24,21.12
LON SHUI TERMINAL,115.41,20.5
SHEKOU,113.52,22.28
MACAU,113.34,22.11
SANYA,109.27,18.19
YANGPU,109.11,19.44
CHIWAN,110.02,19.58
SHUI DONG,111.05,21.29
QINZHOU,108.35,21.44
ZHUHAI,113.35,22.14
HUANGPU,113.25,23.05
HUANGPUXINGANG,113.3,23.03
GUANGZHOU,113.14,23.07
HONG KONG,114.12,22.16
YANTIAN,114.16,22.35
HUIZHOU,114.31,22.43
SHAN T OU,116.41,23.22
CHAOZHOU,117.05,23.37
DONGSHAN,117.31,23.45
XIAMEN,118.04,24.27
ZHANGZHOU,118.09,24.41
QUANZHOU,118.36,24.53
XIUYU,118.59,25.14
CHI-LUNG,121.46,25.08
SU-AO,121.52,24.36
HUA-LIEN KANG,121.36,23.59
KAO-HSIUNG,120.15,22.37
TAN-SHUI,121.24,25.11
PENG-HU KANG,119.32,23.35
MAILIAO,120.1,23.47
TAI-CHUNG KANG,120.3,24.18
BASCO,121.58,20.27
CLAVERIA,121.05,18.37
PORT SAN VICENTE,122.08,18.31
APARRI,121.38,18.22
HONDAGUA,122.14,13.57
JOSE PANGANIBAN,122.41,14.17
VIRAC,124.15,13.35
TABACO,123.44,13.22
LEGAZPI PORT,123.45,13.09
SORSOGON,124,12.58
SANTA CRUZ (MARINDUQUE ISL),122.04,13.3
BATANGAS CITY,121.03,13.45
NASUGBU,120.37,14.05
MANILA,120.58,14.35
MARIVELES,120.29,14.26
SUBIC BAY,120.16,14.48
MASINLOC,119.57,15.33
SAN FERNANDO HARBOR,120.19,16.37
CALAPAN,121.11,13.25
PORT ROMBLON,122.16,12.35
MASBATE,123.37,12.22
LAOANG,125.01,12.34
PORT BORONGAN,125.26,11.36
GUIUAN,125.43,11.02
CATBALOGAN,124.53,11.46
TACLOBAN,125,11.15
TANAUAN,125.01,11.06
MAASIN,124.5,10.08
BAYBAY,124.48,10.41
ORMOC,124.36,11
ISABEL,124.26,10.55
PALOMPON,124.23,11.03
TAGBILARAN,123.51,9.39
TUBIGAN,123.58,9.57
CEBU,123.54,10.18
TOLEDO,123.38,10.22
SAN CARLOS,123.25,10.29
BAIS,123.07,9.36
DUMAGUETE,123.18,9.19
LAZI,123.38,9.08
PULUPANDAN,122.48,10.31
PORT CAPIZ,122.43,11.36
JORDAN,122.35,10.4
ILOILO,122.35,10.42
PUERTO PRINCESA,118.44,9.44
SURIGAO CITY,125.3,9.47
MASAO,125.25,9
NASIPIT PORT,125.2,8.59
HINATUAN,126.2,8.22
MANGAGOY,126.19,8.14
MATI,126.13,6.57
DAVAO,125.37,7.04
GINGOOG,125.06,8.5
GENERAL SANTOS,125.11,6.07
POLLOC (COTABATO),124.13,7.21
PAGADIAN,123.26,7.5
MARGOSATUBIG,123.1,7.35
SANTA CLARA,122.41,7.47
ZAMBOANGA,122.04,6.54
JIMENEZ,123.52,8.2
PORT OZAMIS,123.51,8.08
ILIGAN,124.14,8.14
CAGAYAN DE ORO,124.4,8.3
BUGO,124.45,8.31
VILLANUEVA,124.46,8.35
BUTUAN CITY,125.32,8.57
BASILIAN CITY (ISABELA),121.58,6.43
PORT HOLLAND,121.52,6.33
JOLO,121,6.03
SIASI,120.49,5.33
FUZHOU,119.18,26.05
WENZHOU,120.39,28.01
HAIMEN,121.27,28.41
NINGBO,121.33,29.53
ZHEN HAI,121.42,29.57
ZHOUSHAN,122.06,30
ZHAPU,121.05,30.35
SHANGHAI,121.3,31.13
CHANGSHU,120.57,31.46
TAICANG,121.12,31.39
JIANGYIN,120.14,31.55
CHANGZHOU,119.59,31.58
GAOGANG,119.51,32.17
YANGZHOU,119.26,32.16
ZHANGJIANGANG,120.24,31.58
NANTONG,120.48,32
ZHENJIANG,119.26,32.13
NANJING,118.45,32.05
WU HU,118.22,31.2
ANKINGCHENG,117.02,30.31
HANKOW,114.17,30.35
WANXIAN,108.26,30.49
CHUNG CHING,106.38,29.34
LANSHAN,119.22,30.06
LIANYUNGANG,119.27,34.44
RIZHAO,119.34,35.23
QINGDAO GANG,120.16,36.02
WEIHAI,122.06,37.3
YANTAI,121.27,37.33
PENGLAI,120.5,37.49
LONGKOU GANG,120.17,37.38
DAGU TANGGU,117.4,38.58
TIANJIN XIN GANG,117.5,38.58
TANGSHAN (JINGTANG),119.01,39.12
QINHUANGDAO,119.37,39.56
SUIZHANG GANG,121.03,40.04
HULUDAO GANG,120.59,40.42
JINZHOU WAN,121.06,40.45
YINGKOU,122.14,40.41
BAYUQUAN,122.05,40.18
DANDONG,124.09,39.49
LUSHUN,121.15,38.47
DALIAN,121.4,38.55
NAMPO,125.24,38.43
KYOMIP'O,125.37,38.44
HAEJU HANG,125.42,38
INCHON,126.37,37.28
DAESAN HANG,126.24,37.01
PYEONGTAEK HANG,126.48,37
KUNSAN,126.37,35.59
MOKPO,126.23,34.47
CHEJU HANG,126.32,33.31
YOSU,127.45,34.44
GWANGYANG HANG,127.48,34.51
MASAN,128.34,35.11
CHINAE,128.39,35.08
PUSAN,129.02,35.06
ULSAN,129.24,35.27
POHANG,129.23,36.03
MUKHO,129.07,37.34
TONGHAE,129.09,37.32
SOKCH'O HANG,128.36,38.12
WONSAN,127.27,39.1
HUNGNAM,127.37,39.5
CH'AHO,128.39,40.12
KIMCH'AEK,129.12,40.4
CH'ONGJIN,129.49,41.46
NAJIN,130.18,42.14
SENBONG,130.24,42.2
POS'YET,130.48,42.39
ZARUBINO,131.05,42.38
VLADIVOSTOK,131.54,43.07
BUKHTA GAYDAMAK,132.41,42.52
VOSTOCHNYY,133.05,42.45
NAKHODKA,132.53,42.48
SOVETSKAYA GAVAN,140.17,48.58
BUKHTA VANINO,140.17,49.05
DE KASTRI,140.47,51.28
NIKOLAYEVSK NA AMUR,140.44,53.08
OKHA,143,53.33
VITAZ MARINE TERMINAL,143.33,52.42
PORONAYSK,143.08,49.13
KORSAKOV,142.46,46.37
NEVELSK,141.52,46.4
KHOLMSK,142.03,47.03
UGLEGORSK,142.02,49.05
SHAKHTERSK,142.04,49.1
LESOGORSK,142.08,49.27
MYS ROGATYY OKTYABRSKIY,142.06,50.44
ALEKSANDROVSK -SAKHALINSKIY,142.08,50.54
LAZAREV,141.31,52.13
MOSKAL VO,142.3,53.35
SHAKOTAN,146.5,43.52
MOMBETSU KO,143.21,44.21
ABASHIRI KO,144.17,44.01
NEMURO KO,145.35,43.2
HANASAKI KO,145.35,43.17
KUSHIRO KO,144.22,42.59
TOMAKOMAI KO,141.38,42.38
MURORAN KO,140.58,42.21
TOKACHI,143.18,42.15
MORI,140.35,42.07
HAKODATE KO,140.43,41.47
ESASI KO,140.07,41.52
OTARU KO,141.01,43.12
ISIKARI WAN,141.22,43.14
ISHIKARI BAY NEW PORT,141.17,43.13
RUMOI KO,141.38,43.57
WAKKANAI,141.41,43.25
AOMORI KO,140.45,40.5
NOSHIRO KO,140,40.13
HACHINOHE KO,141.33,40.32
MIYAKO,141.59,39.38
KAMAISHI KO,141.54,39.16
OFUNATO,141.44,39.03
KESENNUMA KO,141.36,38.52
ONAGAWA,141.27,38.27
ISHINOMAKI KO,141.19,38.24
SENDAI-SHIOGAMA,141.02,38.19
SOMA,140.57,37.5
ONAHAMA KO,140.54,36.56
HITACHI,140.38,36.3
KASHIMA KO,140.42,35.56
CHOSHI,140.51,35.44
TATEYAMA KO,139.48,35
KISARAZU KO,139.53,35.22
CHIBA KO,140.04,35.35
KATSUNAN KO,139.59,35.4
FUNABASHI,139.57,35.4
TOKYO KO,139.45,35.4
KAWASAKI KO,139.46,35.3
YOKOHAMA KO,139.35,35.27
YOKOSUKA KO,139.4,35.17
URAGA KO,139.43,35.14
TAGONOURA KO,138.42,35.08
ATSUMI,137.04,34.4
SHIMODA KO,138.57,34.4
OMAEZAKI KO,138.14,34.36
SHIMIZU KO,138.3,35.01
MIKAWA,137.18,34.43
KINUURA KO,136.57,34.51
GAMAGORI KO,137.13,34.49
NAGOYA KO,136.52,35.04
YOKKAICHI,136.38,34.58
MATSUSAKA,136.34,34.36
TOBA,136.51,34.29
OWASE KO,136.13,34.04
TANABE KO,135.22,33.43
YURA,135.06,33.57
WAKAYAMA-SHIMOTSU KO,135.08,34.12
SAKAI-SENBOKU,135.26,34.33
OSAKA,135.26,34.39
AMAGASAKI,135.23,34.42
KOBE,135.11,34.39
HIROHATA,134.38,34.46
SHIKAMA,134.39,34.46
HIMEJI,134.38,34.45
HIGASHI-HARIMA,134.5,34.42
AIOI,134.28,34.47
O0KIHAMA,134.34,34.45
KAKOGAWA,134.5,34.42
UNO KO,133.57,34.29
HIBI KO,133.56,34.27
MIZUSHIMA KO,133.45,34.3
FUKUYAMA,133.26,34.26
HABU KO,133.11,34.17
ONOMICHI-ITOZAKI,133.1,34.23
KURE,132.33,34.14
MITSUKOJIMA,132.31,34.11
HIROSHIMA,132.28,34.21
KANOKAWA KO,132.26,34.11
IWAKUNI KO,132.15,34.11
NAMIKATA,132.54,34.07
KUDAMATSU,131.52,34
TOKUYAMA,131.49,34.02
UBE KO,131.14,33.56
HIKARI,131.56,33.57
SHIMONOSEKI,130.56,33.56
HAGI KO,131.24,34.25
HAMADA KO,132.05,34.54
SAKAI KO,133.15,35.33
SAKAIMINATO,133.14,35.32
MIYAZU,135.12,35.32
MAIZURU KO,135.2,35.31
UCHIURA,135.3,35.31
FUKUI,136.12,36.04
TSURUGA KO,136.04,35.39
FUKUI KO,136.06,36.11
KANAZAWA,136.36,36.37
NANAO KO,136.59,37.03
FUSHIKI-TOYAMA,137.08,36.46
SHIMMINATO,137.07,36.46
HIMEKAWA,137.51,37.02
NAOETSU KO,138.15,37.11
KASHIWAZAKI,138.33,37.22
NIIGATA KO,139.03,37.55
EASTERN PART OF NIIGATA-KO,139.14,38.01
RYOTU KO,138.34,38.05
SAKATA KO,139.49,38.56
AKITA-FUNAKAWA KO,140,39.5
MEGA,134.42,34.47
HANNAN KO,135.21,34.28
TAKAMATSU,134.03,34.21
KOMATSUSHIMA,134.36,34.01
TACHIBANA,134.4,33.52
SHINGU,135.59,33.4
KOCHI KO,133.34,33.3
SUSAKI KO,133.18,33.23
UWAJIMA KO,132.34,33.13
YAWATAHAMA,132.25,33.27
MATSUYAMA,132.42,33.51
KIKUMA KO,132.5,34.02
MUTUREZIMA KO,130.52,33.58
IMABARI KO,133.01,34.04
TAKUMA,133.41,34.13
TONDA,131.45,34.02
ONODA,131.11,34
NIIHAMA,133.17,33.59
MISHIMA-KAWANOE KO,133.33,34
MARUGAME KO,133.47,34.18
SAKAIDE KO,133.51,34.2
YANAI,132.08,33.57
TOBATA,130.49,33.55
HIBIKINADA,130.5,33.56
WAKAMATSU KO,130.49,33.54
YAHATA,130.49,33.52
KOKURA KO,130.53,33.53
MOJI KO,130.58,33.57
KANDA,131.01,33.47
BEPPU,131.31,33.19
OITA KO,131.4,33.15
SAGANOSEKI KO,131.52,33.15
TSUKUMI KO,131.52,33.05
SAIKI KO,131.56,32.58
HOSOSHIMA KO,131.4,32.26
KAGOSHIMA KO,130.34,31.35
SHIBUSHI WAN,131.06,31.28
KIIRE,130.33,31.23
MINAMATA KO,130.23,32.12
YATSUSHIRO KO,130.32,32.3
MISUMI KO,130.28,32.36
MIIKE KO,130.25,33
MATSU-SHIMA,129.36,32.56
AOKATA,129.04,32.59
NAGASAKI,129.51,32.43
SASEBO,129.43,33.1
IMARI,129.53,33.17
KARATSU,129.58,33.29
HAKATA,130.24,33.36
IZUHARA,129.18,34.12
KIN WAN,127.54,26.25
NISHIHARA,127.48,26.13
NAHA KO,127.41,26.13
NAKAGUSUKU,127.55,26.16
HIRARA KO,125.17,24.48
ISHIGAKI,124.1,24.2
SLAVYANKA,131.23,42.52
OKHOTSK IY REYD,143.12,59.22
BUKHTA NAGAYEVA (MAGADAN),150.43,59.34
PETROPAVLOVSK,158.39,53.03
NIKOL SKOYE,165.59,55.12
PORT BERINGOVSKY,179.22,63.04
PROVIDENIYA,-173.14,64.25
AMBARCHIK,162.19,69.38
TIKSI,128.52,71.38
PEVEK,170.18,69.43
PORT DIKSON,80.31,73.3
UST-PORT,84.26,69.4
DUDINKA,86.1,69.24
IGARKA,86.36,67.29
MYS NOVYY PORT,72.54,67.4
NAR YAN-MAR,53,67.39
MEZEN,44.11,65.5
ARKHANGELS'K,40.32,64.32
SEVERODVINSK,39.47,64.34
ONEGA,38.06,63.54
BELOMORSK,34.48,64.32
RABOCHEOSTROVSK,34.47,64.59
KERET,33.34,66.17
KOVDA,32.52,66.41
KANDALAKSHA,32.25,67.08
VITINO,32.19,67.05
BOLSHAYA PIRYU GUBA,34.22,66.4
OSTROVNOY GREMIKHA,39.31,68.03
MURMANSK,33.03,68.59
MYS ABRAM,33.02,68.59
ELLEFSEN HARBOR,-45.02,-60.44
SCOTIA BAY,-44.43,-60.45
ADMIRALTY BAY,-58.25,-62.05
PORT FOSTER,-60.38,-62.57
PORT LOCKROY,-63.3,-64.49
MELCHIOR HARBOR,-63,-64.19
ANDERSEN HARBOR,-62.56,-64.19
MCMURDO STATION,166.39,-77.51
